data,casa,fora,gols_casa,gols_fora,status
2024-11-20T14:00:00Z,SC Corinthians Paulista,Cruzeiro EC,2,1,FINISHED
2024-11-20T19:30:00Z,CA Paranaense,AC Goianiense,2,0,FINISHED
2024-11-20T19:30:00Z,RB Bragantino,São Paulo FC,1,1,FINISHED
2024-11-20T19:30:00Z,Criciúma EC,EC Vitória,0,1,FINISHED
2024-11-20T21:00:00Z,EC Bahia,SE Palmeiras,1,2,FINISHED
2024-11-20T22:00:00Z,Cuiabá EC,CR Flamengo,1,2,FINISHED
2024-11-20T22:00:00Z,Grêmio FBPA,EC Juventude,2,2,FINISHED
2024-11-21T00:30:00Z,CA Mineiro,Botafogo FR,0,0,FINISHED
2024-11-21T23:00:00Z,CR Vasco da Gama,SC Internacional,0,1,FINISHED
2024-11-23T00:30:00Z,Fluminense FC,Fortaleza EC,2,2,FINISHED
2024-11-23T22:30:00Z,AC Goianiense,SE Palmeiras,0,1,FINISHED
2024-11-23T22:30:00Z,Botafogo FR,EC Vitória,1,1,FINISHED
2024-11-23T22:30:00Z,EC Juventude,Cuiabá EC,1,1,FINISHED
2024-11-24T00:30:00Z,São Paulo FC,CA Mineiro,2,2,FINISHED
2024-11-24T19:00:00Z,EC Bahia,CA Paranaense,1,1,FINISHED
2024-11-24T19:00:00Z,SC Corinthians Paulista,CR Vasco da Gama,3,1,FINISHED
2024-11-24T19:00:00Z,SC Internacional,RB Bragantino,4,1,FINISHED
2024-11-26T22:00:00Z,Fluminense FC,Criciúma EC,0,0,FINISHED
2024-11-26T23:00:00Z,Fortaleza EC,CR Flamengo,0,0,FINISHED
2024-11-27T00:30:00Z,CA Mineiro,EC Juventude,2,3,FINISHED
2024-11-27T00:30:00Z,SE Palmeiras,Botafogo FR,1,3,FINISHED
2024-11-28T00:00:00Z,Cruzeiro EC,Grêmio FBPA,1,1,FINISHED
2024-11-30T22:30:00Z,Criciúma EC,SC Corinthians Paulista,2,4,FINISHED
2024-11-30T22:30:00Z,Cuiabá EC,EC Bahia,1,2,FINISHED
2024-12-01T00:30:00Z,CR Vasco da Gama,AC Goianiense,2,2,FINISHED
2024-12-01T19:00:00Z,CR Flamengo,SC Internacional,3,2,FINISHED
2024-12-01T19:00:00Z,Grêmio FBPA,São Paulo FC,2,1,FINISHED
2024-12-01T21:30:00Z,CA Paranaense,Fluminense FC,1,1,FINISHED
2024-12-01T21:30:00Z,RB Bragantino,Cruzeiro EC,1,1,FINISHED
2024-12-01T21:30:00Z,EC Vitória,Fortaleza EC,2,0,FINISHED
2024-12-03T23:00:00Z,SC Corinthians Paulista,EC Bahia,3,0,FINISHED
2024-12-04T22:00:00Z,CR Vasco da Gama,CA Mineiro,2,0,FINISHED
2024-12-04T23:00:00Z,Criciúma EC,CR Flamengo,0,3,FINISHED
2024-12-04T23:00:00Z,São Paulo FC,EC Juventude,1,2,FINISHED
2024-12-04T23:00:00Z,EC Vitória,Grêmio FBPA,1,1,FINISHED
2024-12-05T00:30:00Z,AC Goianiense,Fortaleza EC,3,1,FINISHED
2024-12-05T00:30:00Z,Cruzeiro EC,SE Palmeiras,1,2,FINISHED
2024-12-05T00:30:00Z,SC Internacional,Botafogo FR,0,1,FINISHED
2024-12-05T23:00:00Z,CA Paranaense,RB Bragantino,1,2,FINISHED
2024-12-05T23:00:00Z,Fluminense FC,Cuiabá EC,1,0,FINISHED
2024-12-08T19:00:00Z,CA Mineiro,CA Paranaense,1,0,FINISHED
2024-12-08T19:00:00Z,EC Bahia,AC Goianiense,2,0,FINISHED
2024-12-08T19:00:00Z,Botafogo FR,São Paulo FC,2,1,FINISHED
2024-12-08T19:00:00Z,RB Bragantino,Criciúma EC,5,1,FINISHED
2024-12-08T19:00:00Z,Cuiabá EC,CR Vasco da Gama,1,2,FINISHED
2024-12-08T19:00:00Z,CR Flamengo,EC Vitória,2,2,FINISHED
2024-12-08T19:00:00Z,Fortaleza EC,SC Internacional,3,0,FINISHED
2024-12-08T19:00:00Z,Grêmio FBPA,SC Corinthians Paulista,0,3,FINISHED
2024-12-08T19:00:00Z,EC Juventude,Cruzeiro EC,0,1,FINISHED
2024-12-08T19:00:00Z,SE Palmeiras,Fluminense FC,0,1,FINISHED
